representation,rep_key,k_train_donors,repeat,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,batch_covariate
hvg,hvg,5,1,0.9815215493106493,0.9929554915145693,2500,6246,9,None
hvg,hvg,5,2,0.9722564042260853,0.9876721101504963,2500,6246,9,None
hvg,hvg,5,3,0.9622828993881155,0.9811079090617996,2500,6246,9,None
hvg,hvg,5,4,0.9809670868620063,0.9926138076575218,2112,6634,9,None
hvg,hvg,5,5,0.9817699436896739,0.9922045525413159,2332,6414,9,None
hvg,hvg,10,1,0.9826146173308571,0.9935555555555555,4246,4500,9,None
hvg,hvg,10,2,0.9845212011625217,0.994421906693712,4802,3944,9,None
hvg,hvg,10,3,0.9832674710348834,0.9946498054474708,4634,4112,9,None
hvg,hvg,10,4,0.9727404333468281,0.9910577414409811,4832,3914,9,None
hvg,hvg,10,5,0.9754165334594312,0.9925615992561599,4444,4302,9,None
hvg,hvg,15,1,0.9688130737782442,0.9933407325194229,6944,1802,9,None
hvg,hvg,15,2,0.9737673289956663,0.9859241126070991,7112,1634,9,None
hvg,hvg,15,3,0.977272655371935,0.9925558312655087,7134,1612,9,None
hvg,hvg,15,4,0.9872235482503167,0.9975186104218362,7134,1612,9,None
hvg,hvg,15,5,0.9762214286687302,0.992,6746,2000,9,None
pca,X_pca,5,1,0.97138686413814,0.9876721101504963,2500,6246,9,None
pca,X_pca,5,2,0.9765700926331221,0.9902337495997439,2500,6246,9,None
pca,X_pca,5,3,0.9708399700146733,0.9846301633045149,2500,6246,9,None
pca,X_pca,5,4,0.9748979210914742,0.9899005125113054,2112,6634,9,None
pca,X_pca,5,5,0.9721136009407628,0.9884627377611475,2332,6414,9,None
pca,X_pca,10,1,0.9803187661779152,0.9922222222222222,4246,4500,9,None
pca,X_pca,10,2,0.9817073559877413,0.9936612576064908,4802,3944,9,None
pca,X_pca,10,3,0.9776952001024858,0.9929474708171206,4634,4112,9,None
pca,X_pca,10,4,0.9714140007720697,0.9902912621359223,4832,3914,9,None
pca,X_pca,10,5,0.9761729218857735,0.9925615992561599,4444,4302,9,None
pca,X_pca,15,1,0.9453601644176182,0.9938956714761377,6944,1802,9,None
pca,X_pca,15,2,0.9790715971854189,0.988984088127295,7112,1634,9,None
pca,X_pca,15,3,0.975016873030977,0.9919354838709677,7134,1612,9,None
pca,X_pca,15,4,0.986025107749601,0.9968982630272953,7134,1612,9,None
pca,X_pca,15,5,0.9870590004108633,0.994,6746,2000,9,None
harmony,X_harmony,5,1,0.9478403206847451,0.979026577009286,2500,6246,9,None
harmony,X_harmony,5,2,0.9060775257649171,0.9583733589497279,2500,6246,9,None
harmony,X_harmony,5,3,0.8421373726636996,0.9354787063720781,2500,6246,9,None
harmony,X_harmony,5,4,0.9299921409584522,0.9757310823032861,2112,6634,9,None
harmony,X_harmony,5,5,0.9497032263086405,0.980355472404116,2332,6414,9,None
harmony,X_harmony,10,1,0.9591779041462227,0.9842222222222222,4246,4500,9,None
harmony,X_harmony,10,2,0.9502744120878034,0.9830121703853956,4802,3944,9,None
harmony,X_harmony,10,3,0.939411667470424,0.9820038910505836,4634,4112,9,None
harmony,X_harmony,10,4,0.9378443805694696,0.9785385794583547,4832,3914,9,None
harmony,X_harmony,10,5,0.9407121549110707,0.9818688981868898,4444,4302,9,None
harmony,X_harmony,15,1,0.9051829078076873,0.9894561598224195,6944,1802,9,None
harmony,X_harmony,15,2,0.938526964613085,0.9718482252141983,7112,1634,9,None
harmony,X_harmony,15,3,0.9680622936173732,0.9882133995037221,7134,1612,9,None
harmony,X_harmony,15,4,0.9357608873174179,0.9937965260545906,7134,1612,9,None
harmony,X_harmony,15,5,0.9561178930577009,0.979,6746,2000,9,None
scvi,X_scVI,5,1,0.9638807510874634,0.9862311879602946,2500,6246,9,None
scvi,X_scVI,5,2,0.9787233540976796,0.9899135446685879,2500,6246,9,None
scvi,X_scVI,5,3,0.9261320594012431,0.9636567403138009,2500,6246,9,None
scvi,X_scVI,5,4,0.9715898724929581,0.9894482966536027,2112,6634,9,None
scvi,X_scVI,5,5,0.9712072554102085,0.9881509198628001,2332,6414,9,None
scvi,X_scVI,10,1,0.975544339099316,0.9911111111111112,4246,4500,9,None
scvi,X_scVI,10,2,0.9802696475578989,0.9926470588235294,4802,3944,9,None
scvi,X_scVI,10,3,0.982345082033945,0.9946498054474708,4634,4112,9,None
scvi,X_scVI,10,4,0.9704322085324867,0.9895247828308635,4832,3914,9,None
scvi,X_scVI,10,5,0.9673644161503133,0.9897721989772199,4444,4302,9,None
scvi,X_scVI,15,1,0.9342885408135021,0.9916759156492786,6944,1802,9,None
scvi,X_scVI,15,2,0.9749093309266157,0.9865361077111383,7112,1634,9,None
scvi,X_scVI,15,3,0.972801045057041,0.9919354838709677,7134,1612,9,None
scvi,X_scVI,15,4,0.9880250414459523,0.9975186104218362,7134,1612,9,None
scvi,X_scVI,15,5,0.991195280606268,0.995,6746,2000,9,None
